Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
07/06/2021,Karnataka,15504527,1607382,5113,12612607,2891920,6475386,6135260,1961,1702136,13801567,824,2542,,,,3296754,5195770,4113287,,,,12612607
08/06/2021,Karnataka,15759842,1565975,4827,12847608,2912234,6605473,6240139,1996,1726068,14032950,824,2542,,,,3435398,5266009,4139033,,,,12847608
09/06/2021,Karnataka,15992599,1416620,4675,13058077,2934522,6723942,6332072,2063,1750005,14241770,824,2543,,,,3552334,5333738,4164471,,,,13058077
10/06/2021,Karnataka,16249047,1469398,4746,13294675,2954372,6856194,6436314,2167,1770493,14477695,859,2543,,,,3714413,5388278,4184124,,,,13294675
11/06/2021,Karnataka,16580369,1647571,5352,13599544,2980825,7026110,6571195,2239,1794208,14785131,1030,2546,,,,3915718,5463457,4212097,,,,13599544
12/06/2021,Karnataka,16892231,1700787,5196,13885050,3007181,7178609,6704132,2309,1815645,15075457,1129,2546,,,,4095058,5541060,4240264,,,,13885050
13/06/2021,Karnataka,16998892,1100020,3654,13985016,3013876,7231381,6751302,2333,1820512,15177251,1129,2545,,,,4156213,5569411,4250654,,,,13985016
14/06/2021,Karnataka,17262828,1662102,5331,14219979,3042849,7354643,6862965,2371,1834806,15426838,1184,2547,,,,4290816,5639877,4280208,,,,14219979
15/06/2021,Karnataka,17482779,1559385,4984,14412058,3070721,7455978,6953636,2444,1848603,15632932,1244,2548,,,,4394010,5703486,4305220,,,,14412058
16/06/2021,Karnataka,17695431,1533625,4953,14594061,3101370,7551718,7039881,2462,1865062,15829065,1304,2549,,,,4487282,5766880,4330302,,,,14594061
17/06/2021,Karnataka,17899357,1503107,4668,14771770,3127587,7646015,7123213,2542,1879415,16018602,1340,2552,,,,4605389,5809230,4347353,,,,14771770
18/06/2021,Karnataka,18130798,1570993,4949,14971193,3159605,7755170,7213383,2640,1899297,16230106,1395,2553,,,,4747758,5850127,4363167,,,,14971193
19/06/2021,Karnataka,18421390,1685106,5240,15205385,3216005,7879659,7322978,2748,1924681,16495243,1466,2555,,,,4874433,5926345,4394072,,,,15205385
20/06/2021,Karnataka,18498363,1140306,3433,15268722,3229641,7911405,7354556,2761,1931696,16565201,1466,2556,,,,4906306,5948661,4403122,,,,15268722
21/06/2021,Karnataka,19652759,5771130,8289,16339169,3313590,8436925,7899250,2994,2079183,17571984,1592,2555,,,,5678809,6156007,4493099,,,,16339169
22/06/2021,Karnataka,20104474,3028443,5681,16752226,3352248,8643425,8105735,3066,2175629,17927104,1741,2554,,,,5995262,6223353,4522076,,,,16752226
23/06/2021,Karnataka,20512334,2878089,5397,17126371,3385963,8825765,8297437,3169,2252981,18257444,1909,2556,,,,6276205,6287671,4550692,,,,17126371
24/06/2021,Karnataka,20921155,3045541,5351,17493598,3427557,9008235,8482128,3235,2319494,18599539,2122,2559,,,,6562740,6343488,4575291,,,,17493598
25/06/2021,Karnataka,21341517,3235949,5483,17864741,3476776,10896930,10441087,3500,2401636,18937409,2472,2563,7472496,7621943,6247078,,,,,,,
26/06/2021,Karnataka,21622289,2949768,4412,18089135,3533154,11038098,10580653,3538,2481521,19137845,2923,2564,7673782,7675751,6272756,,,,,,,
27/06/2021,Karnataka,21750366,2293791,3397,18196068,3554298,11101463,10645349,3554,2513450,19233993,2923,2565,7766278,7700286,6283802,,,,,,,
28/06/2021,Karnataka,22202542,3842599,5545,18563185,3639357,11313004,10885911,3627,2627009,19571719,3814,2568,8075153,7792503,6334886,,,,,,,
29/06/2021,Karnataka,22470761,3283583,4610,18787206,3683555,11441952,11025086,3723,2718274,19748000,4487,2568,8275888,7837705,6357168,,,,,,,
30/06/2021,Karnataka,22712414,3248246,4304,18973039,3739375,11561732,11146911,3771,2787439,19919959,5016,2572,8449511,7883291,6379612,,,,,,,
01/07/2021,Karnataka,22911665,2959202,3432,19124712,3786953,11659353,11248515,3797,2841636,20064363,5666,2577,8590631,7921821,6399213,,,,,,,
02/07/2021,Karnataka,23152094,3268266,3841,19293267,3858827,11778594,11369656,3844,2903238,20242202,6654,2582,8751776,7975159,6425159,,,,,,,
03/07/2021,Karnataka,23639206,4021088,5307,19601804,4037402,12014922,11620361,3923,2984583,20647210,7413,2583,9030964,8113023,6495219,,,,,,,
04/07/2021,Karnataka,23790590,2740122,3206,19703988,4086602,12088606,11698043,3941,3001217,20781811,7562,2594,9116341,8157977,6516272,,,,,,,
05/07/2021,Karnataka,24185562,3860154,5267,19965810,4219752,12278484,11903067,4011,3045981,21131204,8377,2595,9347226,8265606,6572730,,,,,,,
06/07/2021,Karnataka,24477242,3505965,4671,20169876,4307366,12419827,12053357,4058,3077523,21390621,9098,2595,9527211,8340217,6609814,,,,,,,
07/07/2021,Karnataka,24739154,3519507,4541,20354749,4384405,12547910,12187109,4135,3137462,21591841,9851,2598,9690941,8406113,6642100,,,,,,,
08/07/2021,Karnataka,24941814,3047896,4241,20494591,4447223,12649295,12288314,4205,3187713,21743167,10934,2603,9815811,8457870,6668133,,,,,,,
09/07/2021,Karnataka,25276633,3200896,4811,20709063,4567570,12817540,12454837,4256,3228397,22036205,12031,2604,10010712,8551927,6713994,,,,,,,
10/07/2021,Karnataka,25518726,3020732,4101,20854108,4664618,12938400,12576028,4298,3265334,22239650,13742,2613,10149411,8622681,6746634,,,,,,,
11/07/2021,Karnataka,25624609,2240654,2919,20921104,4703505,12989589,12630706,4314,3287799,22322814,13996,2613,10206737,8656894,6760978,,,,,,,
12/07/2021,Karnataka,25882198,3158460,4658,21086849,4795349,13114407,12763424,4367,3348036,22518296,15866,2613,10347966,8734476,6799756,,,,,,,
13/07/2021,Karnataka,26042614,2899526,3924,21196915,4845699,13195915,12842308,4391,3390958,22634197,17459,2616,10445185,8777799,6819630,,,,,,,
14/07/2021,Karnataka,26484472,2942571,4395,21531193,4953279,13404517,13075471,4484,3429285,23036266,18921,2616,10613650,8950320,6920502,,,,,,,
15/07/2021,Karnataka,26614219,2610778,3634,21609700,5004519,13470737,13138977,4505,3446148,23147598,20473,2623,10684104,8991084,6939031,,,,,,,
16/07/2021,Karnataka,26851134,2661733,4137,21741826,5109308,13590325,13256265,4544,3465032,23363901,22201,2629,10804075,9070719,6976340,,,,,,,
17/07/2021,Karnataka,27211216,2914591,4557,21951177,5260039,13768815,13437812,4589,3489501,23697161,24554,2630,10992894,9186970,7031352,,,,,,,
18/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
19/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
20/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
21/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
22/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
23/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
24/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
25/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
26/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
27/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
28/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
29/07/2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,
16/01/2021,Kerala,1681,147,134,1681,0,593,1088,0,0,1681,,,,,,,,,,,,1681
17/01/2021,Kerala,1836,317,156,1836,0,643,1193,0,0,1836,,,,,,,,,,,,1836
18/01/2021,Kerala,2566,488,180,2566,0,746,1820,0,0,2566,,,,,,,,,,,,2566
19/01/2021,Kerala,5355,544,185,5355,0,1529,3826,0,0,5355,,,,,,,,,,,,5355
20/01/2021,Kerala,5398,716,216,5398,0,1552,3846,0,0,5398,,,,,,,,,,,,5398
21/01/2021,Kerala,9175,883,236,9175,0,2557,6618,0,0,9175,,,,,,,,,,,,9175
22/01/2021,Kerala,15501,1003,259,15501,0,4180,11321,0,0,15501,,,,,,,,,,,,15501
23/01/2021,Kerala,21944,1165,308,21944,0,5715,16229,0,0,21944,,,,,,,,,,,,21944
24/01/2021,Kerala,23324,1252,333,23324,0,6036,17288,0,0,23324,,,,,,,,,,,,23324
25/01/2021,Kerala,43561,1302,347,43561,0,11213,32347,1,0,43561,,,,,,,,,,,,43561
26/01/2021,Kerala,43766,1462,374,43766,0,11269,32496,1,0,43766,,,,,,,,,,,,43766
27/01/2021,Kerala,58323,1792,416,58323,0,15292,43030,1,0,58323,,,,,,,,,,,,58323
28/01/2021,Kerala,82794,2140,535,82794,0,21316,61477,1,0,82794,,,,,,,,,,,,82794
29/01/2021,Kerala,110719,2435,588,110719,0,27902,82814,3,0,110719,,,,,,,,,,,,110719
30/01/2021,Kerala,134225,2772,647,134225,0,33810,100409,6,0,134225,,,,,,,,,,,,134225
31/01/2021,Kerala,140906,3136,712,140906,0,35488,105412,6,0,140906,,,,,,,,,,,,140906
01/02/2021,Kerala,173482,3562,759,173482,0,43684,129791,7,0,173482,,,,,,,,,,,,173482
02/02/2021,Kerala,204449,3948,789,204449,0,51042,153398,9,0,204449,,,,,,,,,,,,204449
03/02/2021,Kerala,225664,4462,827,225664,0,56100,169554,10,0,225664,,,,,,,,,,,,225664
04/02/2021,Kerala,250831,4740,837,250831,0,61871,188949,11,0,250831,,,,,,,,,,,,250831
05/02/2021,Kerala,266068,4860,841,266068,0,65605,200452,11,0,266068,,,,,,,,,,,,266068
06/02/2021,Kerala,271731,4960,866,271731,0,67041,204679,11,0,271731,,,,,,,,,,,,271731
07/02/2021,Kerala,272221,5197,883,272221,0,67185,205025,11,0,272221,,,,,,,,,,,,272221
08/02/2021,Kerala,287787,5418,893,287787,0,71255,216521,11,0,287787,,,,,,,,,,,,287787
09/02/2021,Kerala,302655,5579,898,302655,0,75265,227379,11,1,302654,,,,,,,,,,,,302655
10/02/2021,Kerala,306802,5763,929,306802,0,76472,230319,11,1,306801,,,,,,,,,,,,306802
11/02/2021,Kerala,314425,6174,1022,314425,0,81044,233370,11,563,313862,,,,,,,,,,,,314425
12/02/2021,Kerala,326974,6538,1053,326974,0,90610,236353,11,8514,318460,,,,,,,,,,,,326974
13/02/2021,Kerala,338167,6720,1057,338167,0,99315,238841,11,18256,319911,,,,,,,,,,,,338167
14/02/2021,Kerala,340452,6953,1061,340407,45,100976,239420,11,20439,319968,,,,,,,,,,,,340407
15/02/2021,Kerala,357263,7275,1065,353940,3323,109097,244832,11,28363,325577,,,,,,,,,,,,353940
16/02/2021,Kerala,382629,7495,1065,370481,12148,117056,253413,12,33717,336764,,,,,,,,,,,,370481
17/02/2021,Kerala,392764,7778,1067,377376,15388,120403,256961,12,36217,341159,,,,,,,,,,,,377376
18/02/2021,Kerala,401317,8065,1067,377981,23336,123526,254442,13,42079,335902,,,,,,,,,,,,377981
19/02/2021,Kerala,432564,8370,1080,400463,32101,131165,269285,13,47318,353145,,,,,,,,,,,,400463
20/02/2021,Kerala,445561,8533,1090,406728,38833,134630,272085,13,52144,354584,,,,,,,,,,,,406728
21/02/2021,Kerala,445939,8724,1109,407098,38841,134841,272244,13,52355,354743,,,,,,,,,,,,407098
22/02/2021,Kerala,469633,9064,1132,413599,56034,138369,275217,13,57459,356140,,,,,,,,,,,,413599
23/02/2021,Kerala,484753,9413,1149,422676,62077,143120,279543,13,60036,362640,,,,,,,,,,,,422676
24/02/2021,Kerala,501243,10099,1290,431070,70173,147423,283634,13,60822,370248,,,,,,,,,,,,431070
25/02/2021,Kerala,538367,10996,1408,449826,88541,156111,293702,13,61483,388343,,,,,,,,,,,,449826
26/02/2021,Kerala,593333,11310,1445,489113,104220,173522,315577,14,62561,426552,,,,,,,,,,,,489113
27/02/2021,Kerala,593333,11310,1445,489113,104220,173522,315577,14,62561,426552,,,,,,,,,,,,489113
28/02/2021,Kerala,593333,11510,1448,489113,104220,173522,315577,14,62561,426552,,,,,,,,,,,,489113
01/03/2021,Kerala,593333,13924,1580,489113,104220,173522,315577,14,62561,426552,,,,,,,,,,,,489113
02/03/2021,Kerala,653199,15275,1603,534490,118709,195372,339100,18,62855,471635,,,,,,,,,,,,534490
03/03/2021,Kerala,691858,18076,1713,564199,127659,209978,354203,18,63138,501061,,,,,,,,,,,,564199
04/03/2021,Kerala,774938,20736,1799,627900,147038,240900,386981,19,63956,563944,,,,,,,,,,,,627900
05/03/2021,Kerala,856197,23620,1892,689867,166330,270499,419345,23,64566,625301,,,,,,,,,,,,689867
06/03/2021,Kerala,943171,25728,1925,756016,187155,301470,454518,28,64997,691019,,,,,,,,,,,,756016
07/03/2021,Kerala,956327,26700,1943,767969,188358,307239,460702,28,64997,702972,,,,,,,,,,,,767969
08/03/2021,Kerala,1038770,30151,1987,829751,209019,337866,491853,32,65335,764416,,,,,,,,,,,,829751
09/03/2021,Kerala,918350,128892,952,689979,228371,372796,545513,41,65926,852243,,,,,,,,,,,,918350
10/03/2021,Kerala,954881,65470,435,714468,240413,387837,566999,45,66031,888669,,,,,,,,,,,,954881
11/03/2021,Kerala,992154,96505,717,742190,249964,403730,588375,49,66227,925745,,,,,,,,,,,,992154
12/03/2021,Kerala,1077367,164590,1182,807213,270154,440458,636853,56,67021,1010164,,,,,,,,,,,,1077367
13/03/2021,Kerala,1123556,112820,813,843361,280195,460547,662952,57,69072,1054301,,,,,,,,,,,,1123556
14/03/2021,Kerala,1127845,17650,105,846852,280993,462423,665365,57,69115,1058547,,,,,,,,,,,,1127845
15/03/2021,Kerala,1213086,188955,1357,915549,297537,502675,710345,66,74967,1137935,,,,,,,,,,,,1213086
16/03/2021,Kerala,1500473,193345,1385,1188099,312374,506856,681178,65,82435,1418038,,1902,,,,374000,455351,358304,,,,1188099
17/03/2021,Kerala,2016703,117310,846,1695387,321316,768897,926350,140,89070,1927633,,1922,,,,378681,487885,828313,,,,1695387
18/03/2021,Kerala,2165652,205825,1439,1832205,333447,834871,997172,162,95005,2070647,,1928,,,,386607,501613,943454,,,,1832205
19/03/2021,Kerala,2298455,205740,1474,1954868,343587,892887,1061807,174,101174,2197281,,1941,,,,393442,513029,1047850,,,,1954868
20/03/2021,Kerala,2418931,190250,1365,2066624,352307,944605,1121838,181,107378,2311553,,1955,,,,399459,523703,1142906,,,,2066624
21/03/2021,Kerala,2426827,18950,121,2073902,352925,948016,1125704,182,107808,2319019,,1956,,,,399879,524512,1148954,,,,2073902
22/03/2021,Kerala,2564049,223760,1580,2203735,360314,1008762,1194773,200,113327,2450722,,1979,,,,404097,534800,1264269,,,,2203735
23/03/2021,Kerala,2712712,222431,1574,2339164,373548,1071966,1266982,216,124751,2587961,,2001,,,,408808,546705,1383069,,,,2339164
24/03/2021,Kerala,2776155,117740,824,2398567,377588,1099916,1298425,226,127294,2648861,,2005,,,,411519,552346,1434110,,,,2398567
25/03/2021,Kerala,2939242,228540,1552,2555550,383692,1173561,1381745,244,131207,2808035,,2024,,,,416361,563722,1574867,,,,2555550
26/03/2021,Kerala,3070352,215440,1533,2682089,388263,1231380,1450450,259,133243,2937109,,2040,,,,420884,573409,1687188,,,,2682089
27/03/2021,Kerala,3188068,193450,1397,2795930,392138,1283227,1512430,273,135202,3052866,,2052,,,,425319,586631,1783366,,,,2795930
28/03/2021,Kerala,3199659,44970,342,2807351,392308,1288539,1518538,274,135210,3064449,,2053,,,,425671,588086,1792979,,,,2807351
29/03/2021,Kerala,3353041,222970,1563,2956227,396814,1355104,1600818,305,136924,3216117,,2061,,,,429603,606659,1919332,,,,2956227
30/03/2021,Kerala,3510207,240701,1588,3106682,403525,1421478,1684885,319,139738,3370469,,2072,,,,433707,628610,2043721,,,,3106682
31/03/2021,Kerala,3574857,159940,1071,3167015,407842,1448053,1718636,326,141297,3433560,,2082,,,,436365,642543,2087461,,,,3167015
