Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered
16/06/2021,Rajasthan,16672209,3359935,20032144
16/06/2021,Sikkim,257427,59845,317272
16/06/2021,Tamil Nadu,9419536,2197541,11617077
16/06/2021,Telangana,7129534,1357754,8487288
16/06/2021,Tripura,1212328,522437,1734765
16/06/2021,Uttar Pradesh,20292946,3910074,24203020
16/06/2021,Uttarakhand,2724296,719094,3443390
16/06/2021,West Bengal,14104949,4120167,18225116
16/06/2021,Miscellaneous,1730270,1497881,3228151
16/06/2021,Total,215848080,49671171,265519251
17/06/2021,Andaman and Nicobar Islands,119426,15442,134868
17/06/2021,Andhra Pradesh,9797330,2645044,12442374
17/06/2021,Arunachal Pradesh,374323,79433,453756
17/06/2021,Assam,4081464,1002414,5083878
17/06/2021,Bihar,10979659,1986711,12966370
17/06/2021,Chandigarh,355583,76392,431975
17/06/2021,Chhattisgarh,6188632,1202138,7390770
17/06/2021,Dadra and Nagar Haveli and Daman and Diu,264072,26675,290747
17/06/2021,Delhi,4812748,1536175,6348923
17/06/2021,Goa,608814,99642,708456
17/06/2021,Gujarat,16598184,4700422,21298606
17/06/2021,Haryana,6013041,1116401,7129442
17/06/2021,Himachal Pradesh,2303730,437077,2740807
17/06/2021,Jammu and Kashmir,3264211,591612,3855823
17/06/2021,Jharkhand,4567033,858242,5425275
17/06/2021,Karnataka,14723311,3124342,17847653
17/06/2021,Kerala,9484076,2387717,11871793
17/06/2021,Ladakh,159251,37436,196687
17/06/2021,Lakshadweep,43215,7109,50324
17/06/2021,Madhya Pradesh,12912794,2039988,14952782
17/06/2021,Maharashtra,21551329,5372219,26923548
17/06/2021,Manipur,484446,71804,556250
17/06/2021,Meghalaya,488028,74925,562953
17/06/2021,Mizoram,357803,52635,410438
17/06/2021,Nagaland,329521,52827,382348
17/06/2021,Odisha,7728962,1749729,9478691
17/06/2021,Puducherry,313751,54602,368353
17/06/2021,Punjab,5136354,836980,5973334
17/06/2021,Rajasthan,16910474,3365106,20275580
17/06/2021,Sikkim,271881,59876,331757
17/06/2021,Tamil Nadu,9681761,2216577,11898338
17/06/2021,Telangana,7301566,1364764,8666330
17/06/2021,Tripura,1262230,526702,1788932
17/06/2021,Uttar Pradesh,20667368,3947686,24615054
17/06/2021,Uttarakhand,2750630,724798,3475428
17/06/2021,West Bengal,14256345,4147260,18403605
17/06/2021,Miscellaneous,1730270,1497881,3228151
17/06/2021,Total,218873616,50086783,268960399
18/06/2021,Andaman and Nicobar Islands,120356,15460,135816
18/06/2021,Andhra Pradesh,9816779,2648335,12465114
18/06/2021,Arunachal Pradesh,389574,79504,469078
18/06/2021,Assam,4170576,1030596,5201172
18/06/2021,Bihar,11138763,2015574,13154337
18/06/2021,Chandigarh,363100,76617,439717
18/06/2021,Chhattisgarh,6230986,1207020,7438006
18/06/2021,Dadra and Nagar Haveli and Daman and Diu,270738,26748,297486
18/06/2021,Delhi,4875003,1551300,6426303
18/06/2021,Goa,626029,100182,726211
18/06/2021,Gujarat,16814426,4739896,21554322
18/06/2021,Haryana,6091570,1131018,7222588
18/06/2021,Himachal Pradesh,2353332,438298,2791630
18/06/2021,Jammu and Kashmir,3307205,596441,3903646
18/06/2021,Jharkhand,4653432,875889,5529321
18/06/2021,Karnataka,14912838,3155782,18068620
18/06/2021,Kerala,9567347,2404008,11971355
18/06/2021,Ladakh,160677,37444,198121
18/06/2021,Lakshadweep,43657,7116,50773
18/06/2021,Madhya Pradesh,12928437,2043101,14971538
18/06/2021,Maharashtra,21737241,5412382,27149623
18/06/2021,Manipur,488761,71979,560740
18/06/2021,Meghalaya,503099,74990,578089
18/06/2021,Mizoram,368706,52653,421359
18/06/2021,Nagaland,339030,52965,391995
18/06/2021,Odisha,7849507,1773752,9623259
18/06/2021,Puducherry,329411,55101,384512
18/06/2021,Punjab,5212094,842827,6054921
18/06/2021,Rajasthan,17247419,3370894,20618313
18/06/2021,Sikkim,287427,59894,347321
18/06/2021,Tamil Nadu,9872488,2231555,12104043
18/06/2021,Telangana,7470427,1372240,8842667
18/06/2021,Tripura,1325721,531847,1857568
18/06/2021,Uttar Pradesh,21096533,3986514,25083047
18/06/2021,Uttarakhand,2784984,728699,3513683
18/06/2021,West Bengal,14422580,4188380,18610960
18/06/2021,Miscellaneous,1731028,1500501,3231529
18/06/2021,Total,221901281,50487502,272388783
19/06/2021,Andaman and Nicobar Islands,121196,15497,136693
19/06/2021,Andhra Pradesh,9841709,2651619,12493328
19/06/2021,Arunachal Pradesh,398437,79619,478056
19/06/2021,Assam,4264324,1055182,5319506
19/06/2021,Bihar,11462769,2037514,13500283
19/06/2021,Chandigarh,372352,76971,449323
19/06/2021,Chhattisgarh,6302359,1213528,7515887
19/06/2021,Dadra and Nagar Haveli and Daman and Diu,281381,26912,308293
19/06/2021,Delhi,4938050,1576775,6514825
19/06/2021,Goa,646295,100779,747074
19/06/2021,Gujarat,17096195,4785035,21881230
19/06/2021,Haryana,6169988,1142847,7312835
19/06/2021,Himachal Pradesh,2378023,440189,2818212
19/06/2021,Jammu and Kashmir,3349640,601078,3950718
19/06/2021,Jharkhand,4755110,893460,5648570
19/06/2021,Karnataka,15180562,3211747,18392309
19/06/2021,Kerala,9663449,2423008,12086457
19/06/2021,Ladakh,161804,37470,199274
19/06/2021,Lakshadweep,44109,7143,51252
19/06/2021,Madhya Pradesh,12956680,2053412,15010092
19/06/2021,Maharashtra,22099860,5476317,27576177
19/06/2021,Manipur,493011,72119,565130
19/06/2021,Meghalaya,514824,75061,589885
19/06/2021,Mizoram,376028,52652,428680
19/06/2021,Nagaland,341966,52992,394958
19/06/2021,Odisha,8007028,1806556,9813584
19/06/2021,Puducherry,354065,55872,409937
19/06/2021,Punjab,5323319,849259,6172578
19/06/2021,Rajasthan,17470356,3388466,20858822
19/06/2021,Sikkim,298663,59906,358569
19/06/2021,Tamil Nadu,10222636,2253051,12475687
19/06/2021,Telangana,7664742,1381773,9046515
19/06/2021,Tripura,1382756,536998,1919754
19/06/2021,Uttar Pradesh,21550317,4022263,25572580
19/06/2021,Uttarakhand,2808952,732005,3540957
19/06/2021,West Bengal,14662623,4258178,18920801
19/06/2021,Miscellaneous,1731508,1503233,3234741
19/06/2021,Total,225687086,51006486,276693572
20/06/2021,Andaman and Nicobar Islands,121198,15497,136695
20/06/2021,Andhra Pradesh,11194260,2738608,13932868
20/06/2021,Arunachal Pradesh,400760,79633,480393
20/06/2021,Assam,4289772,1065467,5355239
20/06/2021,Bihar,11622432,2048930,13671362
20/06/2021,Chandigarh,375774,77035,452809
20/06/2021,Chhattisgarh,6346953,1216523,7563476
20/06/2021,Dadra and Nagar Haveli and Daman and Diu,281705,26931,308636
20/06/2021,Delhi,4948386,1578381,6526767
20/06/2021,Goa,659065,100873,759938
20/06/2021,Gujarat,17261819,4818294,22080113
20/06/2021,Haryana,6206268,1148374,7354642
20/06/2021,Himachal Pradesh,2379132,440202,2819334
20/06/2021,Jammu and Kashmir,3366524,602212,3968736
20/06/2021,Jharkhand,4864343,908891,5773234
20/06/2021,Karnataka,15257540,3225145,18482685
20/06/2021,Kerala,9706769,2439024,12145793
20/06/2021,Ladakh,161805,37470,199275
20/06/2021,Lakshadweep,44398,7145,51543
20/06/2021,Madhya Pradesh,12958379,2053576,15011955
20/06/2021,Maharashtra,22216217,5483182,27699399
20/06/2021,Manipur,493549,72121,565670
20/06/2021,Meghalaya,515874,75065,590939
20/06/2021,Mizoram,376024,52652,428676
20/06/2021,Nagaland,346305,53011,399316
20/06/2021,Odisha,8029756,1808411,9838167
20/06/2021,Puducherry,362380,56089,418469
20/06/2021,Punjab,5414623,856043,6270666
20/06/2021,Rajasthan,17801747,3428930,21230677
20/06/2021,Sikkim,299464,59906,359370
20/06/2021,Tamil Nadu,10416075,2264046,12680121
20/06/2021,Telangana,7767600,1385008,9152608
20/06/2021,Tripura,1403650,538996,1942646
20/06/2021,Uttar Pradesh,21569948,4023450,25593398
20/06/2021,Uttarakhand,2821308,733986,3555294
20/06/2021,West Bengal,14728426,4272006,19000432
20/06/2021,Miscellaneous,1731546,1504011,3235557
20/06/2021,Total,228741774,51295124,280036898
21/06/2021,Andaman and Nicobar Islands,121956,15520,137476
21/06/2021,Andhra Pradesh,11250631,2744859,13995490
21/06/2021,Arunachal Pradesh,414338,79760,494098
21/06/2021,Assam,4633660,1085784,5719444
21/06/2021,Bihar,12157700,2072605,14230305
21/06/2021,Chandigarh,382244,77232,459476
21/06/2021,Chhattisgarh,6424457,1230303,7654760
21/06/2021,Dadra and Nagar Haveli and Daman and Diu,290155,27026,317181
21/06/2021,Delhi,5006896,1595966,6602862
21/06/2021,Goa,674353,101345,775698
21/06/2021,Gujarat,17705548,4885905,22591453
21/06/2021,Haryana,6671112,1184543,7855655
21/06/2021,Himachal Pradesh,2478161,440202,2918363
21/06/2021,Jammu and Kashmir,3399795,606130,4005925
21/06/2021,Jharkhand,4948106,926014,5874120
21/06/2021,Karnataka,16299541,3308324,19607865
21/06/2021,Kerala,9859341,2549313,12408654
21/06/2021,Ladakh,163237,37482,200719
21/06/2021,Lakshadweep,44815,7154,51969
21/06/2021,Madhya Pradesh,14571531,2136505,16708036
21/06/2021,Maharashtra,22548801,5534119,28082920
21/06/2021,Manipur,500022,72264,572286
21/06/2021,Meghalaya,528924,75223,604147
21/06/2021,Mizoram,392951,52806,445757
21/06/2021,Nagaland,356323,53143,409466
21/06/2021,Odisha,8296961,1840090,10137051
21/06/2021,Puducherry,379210,56896,436106
21/06/2021,Punjab,5500425,865055,6365480
21/06/2021,Rajasthan,18214095,3478097,21692192
21/06/2021,Sikkim,311565,59938,371503
21/06/2021,Tamil Nadu,10787914,2290247,13078161
21/06/2021,Telangana,7907825,1394386,9302211
21/06/2021,Tripura,1549970,544039,2094009
21/06/2021,Uttar Pradesh,22260842,4061935,26322777
21/06/2021,Uttarakhand,2937889,737689,3675578
21/06/2021,West Bengal,14978061,4350152,19328213
21/06/2021,Miscellaneous,1732133,1506662,3238795
21/06/2021,Total,236681488,52084713,288766201
22/06/2021,Andaman and Nicobar Islands,124713,15556,140269
22/06/2021,Andhra Pradesh,11288086,2750996,14039082
22/06/2021,Arunachal Pradesh,425065,80011,505076
22/06/2021,Assam,4877830,1102926,5980756
22/06/2021,Bihar,12532096,2094316,14626412
22/06/2021,Chandigarh,389648,77595,467243
22/06/2021,Chhattisgarh,6517732,1247171,7764903
22/06/2021,Dadra and Nagar Haveli and Daman and Diu,297597,27240,324837
22/06/2021,Delhi,5072902,1614554,6687456
22/06/2021,Goa,688489,102213,790702
22/06/2021,Gujarat,18070655,4957546,23028201
22/06/2021,Haryana,6774271,1204866,7979137
22/06/2021,Himachal Pradesh,2599553,440210,3039763
22/06/2021,Jammu and Kashmir,3435703,610811,4046514
22/06/2021,Jharkhand,5042667,944328,5986995
22/06/2021,Karnataka,16692301,3345137,20037438
22/06/2021,Kerala,9997225,2642436,12639661
22/06/2021,Ladakh,164789,37523,202312
22/06/2021,Lakshadweep,45207,7204,52411
22/06/2021,Madhya Pradesh,14620927,2139537,16760464
22/06/2021,Maharashtra,23036805,5608738,28645543
22/06/2021,Manipur,503959,72370,576329
22/06/2021,Meghalaya,541675,75392,617067
22/06/2021,Mizoram,420398,52862,473260
22/06/2021,Nagaland,366376,53395,419771
22/06/2021,Odisha,8555664,1866959,10422623
22/06/2021,Puducherry,386817,57866,444683
22/06/2021,Punjab,5602397,878545,6480942
22/06/2021,Rajasthan,18552992,3545678,22098670
22/06/2021,Sikkim,325281,59978,385259
22/06/2021,Tamil Nadu,11064602,2311335,13375937
22/06/2021,Telangana,8050833,1405135,9455968
22/06/2021,Tripura,1733943,551437,2285380
22/06/2021,Uttar Pradesh,23083768,4101579,27185347
22/06/2021,Uttarakhand,3055862,741777,3797639
22/06/2021,West Bengal,15223543,4413123,19636666
22/06/2021,Miscellaneous,1732133,1506662,3238795
22/06/2021,Total,241894504,52745007,294639511
23/06/2021,Andaman and Nicobar Islands,128612,15591,144203
23/06/2021,Andhra Pradesh,11315609,2758924,14074533
23/06/2021,Arunachal Pradesh,436924,80118,517042
23/06/2021,Assam,5227301,1120548,6347849
23/06/2021,Bihar,12833933,2112759,14946692
23/06/2021,Chandigarh,396356,77947,474303
23/06/2021,Chhattisgarh,6661351,1269668,7931019
23/06/2021,Dadra and Nagar Haveli and Daman and Diu,304463,27471,331934
23/06/2021,Delhi,5172626,1625636,6798262
23/06/2021,Goa,701414,102993,804407
23/06/2021,Gujarat,18445685,5032349,23478034
23/06/2021,Haryana,6844825,1218543,8063368
23/06/2021,Himachal Pradesh,2743734,440232,3183966
23/06/2021,Jammu and Kashmir,3499026,615567,4114593
23/06/2021,Jharkhand,5157969,963126,6121095
23/06/2021,Karnataka,17100083,3377106,20477189
23/06/2021,Kerala,10098458,2715927,12814385
23/06/2021,Ladakh,166158,37551,203709
23/06/2021,Lakshadweep,45549,7241,52790
23/06/2021,Madhya Pradesh,15733116,2198101,17931217
23/06/2021,Maharashtra,23620724,5671918,29292642
23/06/2021,Manipur,510146,72480,582626
23/06/2021,Meghalaya,554153,75549,629702
23/06/2021,Mizoram,443241,53016,496257
23/06/2021,Nagaland,376898,53710,430608
23/06/2021,Odisha,8861348,1890915,10752263
23/06/2021,Puducherry,394557,59158,453715
23/06/2021,Punjab,5673948,890491,6564439
23/06/2021,Rajasthan,18882422,3588779,22471201
23/06/2021,Sikkim,337086,60026,397112
23/06/2021,Tamil Nadu,11257029,2334154,13591183
23/06/2021,Telangana,8209687,1415734,9625421
23/06/2021,Tripura,1787332,556560,2343892
23/06/2021,Uttar Pradesh,23877037,4140430,28017467
23/06/2021,Uttarakhand,3175155,745556,3920711
23/06/2021,West Bengal,15517555,4483433,20000988
23/06/2021,Miscellaneous,1733415,1511796,3245211
23/06/2021,Total,248224925,53401103,301626028
24/06/2021,Andaman and Nicobar Islands,133497,15772,149269
24/06/2021,Andhra Pradesh,11534623,2816697,14351320
24/06/2021,Arunachal Pradesh,448567,80580,529147
24/06/2021,Assam,5378063,1135046,6513109
24/06/2021,Bihar,13091648,2134652,15226300
24/06/2021,Chandigarh,402042,78621,480663
24/06/2021,Chhattisgarh,6835243,1307769,8143012
24/06/2021,Dadra and Nagar Haveli and Daman and Diu,312548,28134,340682
24/06/2021,Delhi,5309691,1645403,6955094
24/06/2021,Goa,713332,104121,817453
24/06/2021,Gujarat,18785079,5133723,23918802
24/06/2021,Haryana,6907330,1233166,8140496
24/06/2021,Himachal Pradesh,2769119,449893,3219012
24/06/2021,Jammu and Kashmir,3541520,621477,4162997
24/06/2021,Jharkhand,5261627,978539,6240166
24/06/2021,Karnataka,17456601,3417534,20874135
24/06/2021,Kerala,10234797,2797468,13032265
24/06/2021,Ladakh,167492,39413,206905
24/06/2021,Lakshadweep,45812,7293,53105
24/06/2021,Madhya Pradesh,16452929,2250841,18703770
24/06/2021,Maharashtra,23993590,5730047,29723637
24/06/2021,Manipur,515263,72600,587863
24/06/2021,Meghalaya,565798,75958,641756
24/06/2021,Mizoram,465461,53086,518547
24/06/2021,Nagaland,386049,54520,440569
24/06/2021,Odisha,9106505,1926180,11032685
24/06/2021,Puducherry,401601,60285,461886
24/06/2021,Punjab,5757250,907022,6664272
24/06/2021,Rajasthan,19058646,3620647,22679293
24/06/2021,Sikkim,349097,60800,409897
24/06/2021,Tamil Nadu,11613983,2374498,13988481
24/06/2021,Telangana,8400813,1429474,9830287
24/06/2021,Tripura,1831611,562472,2394083
24/06/2021,Uttar Pradesh,24730651,4191954,28922605
24/06/2021,Uttarakhand,3273006,750877,4023883
24/06/2021,West Bengal,15773246,4550426,20323672
24/06/2021,Miscellaneous,1733741,1513885,3247626
24/06/2021,Total,253737871,54210873,307948744
25/06/2021,Andaman and Nicobar Islands,138286,15846,154132
25/06/2021,Andhra Pradesh,11681705,2844212,14525917
25/06/2021,Arunachal Pradesh,460067,80744,540811
25/06/2021,Assam,5536768,1152586,6689354
25/06/2021,Bihar,13360096,2156756,15516852
25/06/2021,Chandigarh,408647,79844,488491
25/06/2021,Chhattisgarh,7022150,1355541,8377691
25/06/2021,Dadra and Nagar Haveli and Daman and Diu,328396,29664,358060
25/06/2021,Delhi,5456734,1664891,7121625
25/06/2021,Goa,728178,105658,833836
25/06/2021,Gujarat,19053658,5217941,24271599
25/06/2021,Haryana,7043821,1271698,8315519
25/06/2021,Himachal Pradesh,2866630,461951,3328581
25/06/2021,Jammu and Kashmir,3603415,629715,4233130
25/06/2021,Jharkhand,5409527,994750,6404277
25/06/2021,Karnataka,17865449,3476929,21342378
25/06/2021,Kerala,10403348,2901942,13305290
25/06/2021,Ladakh,168168,43402,211570
25/06/2021,Lakshadweep,46057,7376,53433
25/06/2021,Madhya Pradesh,16543406,2257638,18801044
25/06/2021,Maharashtra,24457024,5827552,30284576
25/06/2021,Manipur,523661,72808,596469
25/06/2021,Meghalaya,578969,76211,655180
25/06/2021,Mizoram,487327,53195,540522
25/06/2021,Nagaland,398147,54796,452943
25/06/2021,Odisha,9329423,1967738,11297161
25/06/2021,Puducherry,408403,61352,469755
25/06/2021,Punjab,5868652,935925,6804577
25/06/2021,Rajasthan,19933012,3740339,23673351
25/06/2021,Sikkim,362037,61526,423563
25/06/2021,Tamil Nadu,12060839,2422366,14483205
25/06/2021,Telangana,8633026,1449466,10082492
25/06/2021,Tripura,1862233,566572,2428805
25/06/2021,Uttar Pradesh,25607271,4258859,29866130
25/06/2021,Uttarakhand,3366413,758285,4124698
25/06/2021,West Bengal,16100088,4641195,20741283
25/06/2021,Miscellaneous,1733741,1513885,3247626
25/06/2021,Total,259834772,55211154,315045926
26/06/2021,Andaman and Nicobar Islands,143336,16301,159637
26/06/2021,Andhra Pradesh,11921156,2906639,14827795
26/06/2021,Arunachal Pradesh,470285,81339,551624
26/06/2021,Assam,5659088,1182871,6841959
26/06/2021,Bihar,13509449,2175209,15684658
26/06/2021,Chandigarh,417304,81558,498862
26/06/2021,Chhattisgarh,7312373,1418536,8730909
26/06/2021,Dadra and Nagar Haveli and Daman and Diu,341452,31909,373361
26/06/2021,Delhi,5629464,1700206,7329670
26/06/2021,Goa,748352,107791,856143
26/06/2021,Gujarat,19331125,5326330,24657455
26/06/2021,Haryana,7132868,1298060,8430928
26/06/2021,Himachal Pradesh,3010202,471864,3482066
26/06/2021,Jammu and Kashmir,3644117,639077,4283194
26/06/2021,Jharkhand,5537691,1011406,6549097
26/06/2021,Karnataka,18089449,3533238,21622687
26/06/2021,Kerala,10507088,2977412,13484500
26/06/2021,Ladakh,168673,47338,216011
26/06/2021,Lakshadweep,46255,7494,53749
26/06/2021,Madhya Pradesh,17446567,2356827,19803394
26/06/2021,Maharashtra,25047327,5985707,31033034
26/06/2021,Manipur,530788,73048,603836
26/06/2021,Meghalaya,587049,76506,663555
26/06/2021,Mizoram,497203,53240,550443
26/06/2021,Nagaland,403587,54845,458432
26/06/2021,Odisha,9517490,2022911,11540401
26/06/2021,Puducherry,416585,62832,479417
26/06/2021,Punjab,5974933,967308,6942241
26/06/2021,Rajasthan,20190790,3796534,23987324
26/06/2021,Sikkim,371534,61597,433131
26/06/2021,Tamil Nadu,12423144,2470145,14893289
26/06/2021,Telangana,8850242,1476773,10327015
26/06/2021,Tripura,1894052,573672,2467724
26/06/2021,Uttar Pradesh,26132272,4321651,30453923
26/06/2021,Uttarakhand,3426029,768022,4194051
26/06/2021,West Bengal,16320708,4723595,21044303
26/06/2021,Miscellaneous,1734532,1515727,3250259
26/06/2021,Total,265384559,56375518,321760077
27/06/2021,Andaman and Nicobar Islands,145019,16306,161325
27/06/2021,Andhra Pradesh,11958636,2910171,14868807
27/06/2021,Arunachal Pradesh,475959,81866,557825
27/06/2021,Assam,5668538,1186267,6854805
27/06/2021,Bihar,13563128,2182032,15745160
27/06/2021,Chandigarh,421745,82381,504126
27/06/2021,Chhattisgarh,7457184,1468963,8926147
27/06/2021,Dadra and Nagar Haveli and Daman and Diu,346710,32965,379675
27/06/2021,Delhi,5636415,1702823,7339238
27/06/2021,Goa,762730,108743,871473
27/06/2021,Gujarat,19500497,5387325,24887822
27/06/2021,Haryana,7166208,1307304,8473512
27/06/2021,Himachal Pradesh,3025895,471889,3497784
27/06/2021,Jammu and Kashmir,3700498,645594,4346092
27/06/2021,Jharkhand,5640980,1028742,6669722
27/06/2021,Karnataka,18196699,3554331,21751030
27/06/2021,Kerala,10541451,2994428,13535879
27/06/2021,Ladakh,168691,47925,216616
27/06/2021,Lakshadweep,46340,7516,53856
27/06/2021,Madhya Pradesh,17466939,2359925,19826864
27/06/2021,Maharashtra,25145226,6014297,31159523
27/06/2021,Manipur,533686,73067,606753
27/06/2021,Meghalaya,587788,76522,664310
27/06/2021,Mizoram,497356,53240,550596
27/06/2021,Nagaland,407669,54869,462538
27/06/2021,Odisha,9541255,2030467,11571722
27/06/2021,Puducherry,418646,63226,481872
27/06/2021,Punjab,6030088,978243,7008331
27/06/2021,Rajasthan,20413290,3838633,24251923
27/06/2021,Sikkim,371539,61597,433136
27/06/2021,Tamil Nadu,12536293,2486780,15023073
27/06/2021,Telangana,8945614,1485529,10431143
27/06/2021,Tripura,1899649,574902,2474551
27/06/2021,Uttar Pradesh,26154182,4325246,30479428
27/06/2021,Uttarakhand,3443234,771457,4214691
27/06/2021,West Bengal,16382716,4746182,21128898
27/06/2021,Miscellaneous,1735385,1517666,3253051
27/06/2021,Total,266933878,56729419,323663297
28/06/2021,Andaman and Nicobar Islands,148504,17435,165939
28/06/2021,Andhra Pradesh,12120128,2974695,15094823
28/06/2021,Arunachal Pradesh,490293,82977,573270
28/06/2021,Assam,5765634,1211485,6977119
28/06/2021,Bihar,13608974,2194565,15803539
28/06/2021,Chandigarh,427780,84063,511843
28/06/2021,Chhattisgarh,7672810,1528567,9201377
28/06/2021,Dadra and Nagar Haveli and Daman and Diu,359949,35525,395474
28/06/2021,Delhi,5801127,1742820,7543947
28/06/2021,Goa,781063,111157,892220
28/06/2021,Gujarat,19683579,5458033,25141612
28/06/2021,Haryana,7268912,1347754,8616666
28/06/2021,Himachal Pradesh,3187720,479217,3666937
28/06/2021,Jammu and Kashmir,3759152,658346,4417498
28/06/2021,Jharkhand,5725171,1045915,6771086
28/06/2021,Karnataka,18564563,3639500,22204063
28/06/2021,Kerala,10649645,3099039,13748684
28/06/2021,Ladakh,169423,51712,221135
28/06/2021,Lakshadweep,46494,7644,54138
28/06/2021,Madhya Pradesh,17899027,2392384,20291411
28/06/2021,Maharashtra,25598933,6183394,31782327
28/06/2021,Manipur,548098,73373,621471
28/06/2021,Meghalaya,601282,77462,678744
28/06/2021,Mizoram,506474,53460,559934
28/06/2021,Nagaland,419127,55992,475119
28/06/2021,Odisha,9734916,2100480,11835396
28/06/2021,Puducherry,427892,64671,492563
28/06/2021,Punjab,6067090,988120,7055210
28/06/2021,Rajasthan,20556295,3883011,24439306
28/06/2021,Sikkim,384196,64574,448770
28/06/2021,Tamil Nadu,12718488,2514570,15233058
28/06/2021,Telangana,9139787,1514891,10654678
28/06/2021,Tripura,1926486,584819,2511305
28/06/2021,Uttar Pradesh,26594487,4410414,31004901
28/06/2021,Uttarakhand,3478702,784497,4263199
28/06/2021,West Bengal,16563751,4863946,21427697
28/06/2021,Miscellaneous,1735385,1517666,3253051
28/06/2021,Total,271131337,57898173,329029510
29/06/2021,Andaman and Nicobar Islands,153048,18542,171590
29/06/2021,Andhra Pradesh,12347245,3042318,15389563
29/06/2021,Arunachal Pradesh,496872,83739,580611
29/06/2021,Assam,5785198,1223549,7008747
29/06/2021,Bihar,13650536,2205858,15856394
29/06/2021,Chandigarh,434020,85860,519880
29/06/2021,Chhattisgarh,7821424,1574384,9395808
29/06/2021,Dadra and Nagar Haveli and Daman and Diu,372895,37884,410779
29/06/2021,Delhi,5967041,1780228,7747269
29/06/2021,Goa,800268,113745,914013
29/06/2021,Gujarat,19873086,5535746,25408832
29/06/2021,Haryana,7366120,1388784,8754904
29/06/2021,Himachal Pradesh,3338599,488568,3827167
29/06/2021,Jammu and Kashmir,3802068,666012,4468080
29/06/2021,Jharkhand,5772132,1058567,6830699
29/06/2021,Karnataka,18787645,3683593,22471238
29/06/2021,Kerala,10748550,3200150,13948700
29/06/2021,Ladakh,170297,54372,224669
29/06/2021,Lakshadweep,46750,7914,54664
29/06/2021,Madhya Pradesh,17909367,2393985,20303352
29/06/2021,Maharashtra,25884142,6294973,32179115
29/06/2021,Manipur,563426,73782,637208
29/06/2021,Meghalaya,612035,78628,690663
29/06/2021,Mizoram,514605,53993,568598
29/06/2021,Nagaland,429909,57905,487814
29/06/2021,Odisha,9824280,2136843,11961123
29/06/2021,Puducherry,434340,65565,499905
29/06/2021,Punjab,6093007,996051,7089058
29/06/2021,Rajasthan,20635133,3914073,24549206
29/06/2021,Sikkim,394505,67949,462454
29/06/2021,Tamil Nadu,12966132,2546796,15512928
29/06/2021,Telangana,9329680,1545519,10875199
29/06/2021,Tripura,1946161,590952,2537113
29/06/2021,Uttar Pradesh,26741158,4468894,31210052
29/06/2021,Uttarakhand,3536468,803295,4339763
29/06/2021,West Bengal,16729599,4982743,21712342
29/06/2021,Miscellaneous,1735859,1519168,3255027
29/06/2021,Total,274013600,58840927,332854527
30/06/2021,Andaman and Nicobar Islands,156470,19823,176293
30/06/2021,Andhra Pradesh,12588369,3116201,15704570
30/06/2021,Arunachal Pradesh,509275,84530,593805
30/06/2021,Assam,5792114,1230867,7022981
30/06/2021,Bihar,13684112,2215545,15899657
30/06/2021,Chandigarh,439301,87576,526877
30/06/2021,Chhattisgarh,7926420,1600677,9527097
30/06/2021,Dadra and Nagar Haveli and Daman and Diu,387082,40234,427316
30/06/2021,Delhi,6088881,1804655,7893536
30/06/2021,Goa,817614,116566,934180
30/06/2021,Gujarat,20070986,5621236,25692222
30/06/2021,Haryana,7433759,1423139,8856898
30/06/2021,Himachal Pradesh,3351501,514786,3866287
30/06/2021,Jammu and Kashmir,3845292,680870,4526162
30/06/2021,Jharkhand,5790247,1064300,6854547
30/06/2021,Karnataka,18973266,3739413,22712679
30/06/2021,Kerala,10842601,3254223,14096824
30/06/2021,Ladakh,170902,56034,226936
30/06/2021,Lakshadweep,46779,7921,54700
30/06/2021,Madhya Pradesh,17917804,2396391,20314195
30/06/2021,Maharashtra,26067919,6371846,32439765
30/06/2021,Manipur,581261,74141,655402
30/06/2021,Meghalaya,619745,79481,699226
30/06/2021,Mizoram,518686,54369,573055
30/06/2021,Nagaland,440344,59874,500218
30/06/2021,Odisha,9868279,2148249,12016528
30/06/2021,Puducherry,440326,67068,507394
30/06/2021,Punjab,6112362,1002728,7115090
30/06/2021,Rajasthan,20751161,3980702,24731863
30/06/2021,Sikkim,401506,72304,473810
30/06/2021,Tamil Nadu,13073449,2569324,15642773
30/06/2021,Telangana,9493770,1577710,11071480
30/06/2021,Tripura,1955931,594420,2550351
30/06/2021,Uttar Pradesh,26792830,4488619,31281449
30/06/2021,Uttarakhand,3579840,821974,4401814
30/06/2021,West Bengal,16833415,5056919,21890334
30/06/2021,Miscellaneous,1736281,1521424,3257705
30/06/2021,Total,276099880,59616139,335716019
01/07/2021,Andaman and Nicobar Islands,157304,21198,178502
01/07/2021,Andhra Pradesh,12805548,3180380,15985928
01/07/2021,Arunachal Pradesh,518578,85707,604285
01/07/2021,Assam,5958059,1249746,7207805
01/07/2021,Bihar,13865820,2252463,16118283
01/07/2021,Chandigarh,444544,89353,533897
01/07/2021,Chhattisgarh,8034603,1618315,9652918
01/07/2021,Dadra and Nagar Haveli and Daman and Diu,397945,42423,440368
01/07/2021,Delhi,6214716,1836645,8051361
01/07/2021,Goa,827800,119193,946993
01/07/2021,Gujarat,20266503,5707513,25974016
01/07/2021,Haryana,7585087,1467974,9053061
